timestamp,flow_m3s
2017-10-22 17:21:12,8.039009823005651
2017-10-23 08:30:00,9.52706896182064
2017-10-23 08:45:00,9.765076549711585
2017-10-23 09:00:00,10.520077077110406
2017-10-23 09:15:00,11.131953066650896
2017-10-23 09:30:00,10.649360268998713
2017-10-23 09:45:00,11.377783549734255
2017-10-23 10:00:00,10.98912820793307
2017-10-23 10:15:00,10.953057770906941
2017-10-23 10:30:00,11.046982311029026
2017-10-23 10:45:00,10.861063089563764
2017-10-23 11:00:00,10.4503405520128
2017-10-23 11:15:00,10.930102656474746
2017-10-23 11:30:00,11.19800419502515
2017-10-23 11:45:00,11.707915196377629
2017-10-23 12:00:00,11.552722847176115
2017-10-23 12:15:00,11.375234684108056
2017-10-23 12:30:00,11.428579474823382
2017-10-23 12:45:00,11.428057691529927
2017-10-23 13:00:00,11.772888644523691
2017-10-23 13:15:00,11.957484419753175
2017-10-23 13:30:00,11.539249857078781
2017-10-23 13:45:00,11.425205831532132
2017-10-23 14:00:00,10.873908831550088
2017-10-23 14:15:00,11.092401324387163
2017-10-23 14:30:00,11.125452598079168
2017-10-23 14:45:00,10.83739204610173
2017-10-23 15:00:00,11.238344827484736
2017-10-23 15:15:00,10.851541092089422
2017-10-23 15:30:00,11.102695938093392
2017-10-23 15:45:00,11.258970400681324
2017-10-23 16:00:00,11.882845139745221
2017-10-23 16:15:00,12.154066851444693
2017-10-23 16:30:00,12.031853028043114
2017-10-23 16:45:00,12.530403569740567
2017-10-23 17:00:00,11.999235070912851
2017-10-23 17:15:00,12.24418242530039
2017-10-23 17:30:00,12.37882129350668
2017-10-23 17:45:00,11.926009268091782
2017-10-23 18:00:00,11.605488834058459
2017-10-23 18:15:00,12.022578544676946
2017-10-23 18:30:00,11.885555401039834
2017-10-23 18:45:00,11.90881152579679
2017-10-23 19:00:00,11.955977015088283
2017-10-23 19:15:00,11.657840514874426
2017-10-23 19:30:00,12.38775037167424
2017-10-23 19:45:00,12.338975970330113
2017-10-23 20:00:00,11.803644054478267
2017-10-23 20:15:00,12.117576416410039
2017-10-23 20:30:00,11.635491837397483
2017-10-23 20:45:00,11.712722922004199
2017-10-23 20:57:32,11.521284942148345
2017-10-23 21:00:00,11.76177287699942
2017-10-23 21:15:00,11.355695691237713
2017-10-23 21:30:00,11.358147775171478
2017-10-23 21:45:00,11.421394068074973
2017-10-23 22:00:00,11.46675009530651
2017-10-23 22:15:00,11.135124859960367
2017-10-23 22:30:00,11.09860610749049
2017-10-23 22:45:00,11.090806907891405
2017-10-23 23:00:00,10.95515322587964
2017-10-23 23:15:00,10.86024345021912
2017-10-23 23:30:00,10.485568524695331
2017-10-23 23:45:00,10.91183443666262
2017-10-24 00:00:00,10.812226490442056
2017-10-24 00:15:00,10.678864791157837
2017-10-24 00:30:00,10.197793299414581
2017-10-24 00:45:00,10.442227692143284
