timestamp,flow_m3s
2021-05-28 00:00:00,1.3877174733327724
2021-05-28 00:15:00,1.4017394652097905
2021-05-28 00:30:00,1.4053707287065942
2021-05-28 00:45:00,1.434149301399446
2021-05-28 01:00:00,1.450122987651846
2021-05-28 01:15:00,1.4526422695208367
2021-05-28 01:30:00,1.4559837701755296
2021-05-28 01:45:00,1.4799547825358372
2021-05-28 02:00:00,1.4576669563531381
2021-05-28 02:15:00,1.4529886447853375
2021-05-28 02:30:00,1.4655236524763549
2021-05-28 02:45:00,1.44063204093391
2021-05-28 03:00:00,1.4662149641635085
2021-05-28 03:15:00,1.470763857139075
2021-05-28 03:30:00,1.4679497895808986
2021-05-28 03:45:00,1.4395191863940293
2021-05-28 04:00:00,1.4574121356247487
2021-05-28 04:15:00,1.420935003813677
2021-05-28 04:30:00,1.4322462640534201
2021-05-28 04:45:00,1.4438362574088577
2021-05-28 05:00:00,1.4232191193534511
2021-05-28 05:15:00,1.4275652946762225
2021-05-28 05:30:00,1.3715400014510406
2021-05-28 05:45:00,1.3791554690372714
2021-05-28 06:00:00,1.3895450663396418
2021-05-28 06:15:00,1.3855051529190776
2021-05-28 06:30:00,1.3790700083499914
2021-05-28 06:45:00,1.336752634751625
2021-05-28 07:00:00,1.3254078881693467
2021-05-28 07:15:00,1.3289640113319012
2021-05-28 07:30:00,1.320005537023484
2021-05-28 07:45:00,1.3134713257119826
2021-05-28 08:00:00,1.3045882933788766
2021-05-28 08:15:00,1.2974009668590232
2021-05-28 08:30:00,1.3083187264823906
2021-05-28 08:45:00,1.2706850733056632
2021-05-28 09:00:00,1.2858702756627391
2021-05-28 09:15:00,1.2709535131457335
2021-05-28 09:30:00,1.2797734863992651
2021-05-28 09:45:00,1.2666375719723524
2021-05-28 10:00:00,1.2396237231359781
2021-05-28 10:15:00,1.238492793414056
2021-05-28 10:30:00,1.2225066816460535
2021-05-28 10:45:00,1.2207774634990816
2021-05-28 11:00:00,1.200402857764868
2021-05-28 11:15:00,1.1541467550482967
2021-05-28 11:30:00,1.15521110392095
2021-05-28 11:45:00,1.1464114614997822
2021-05-28 12:00:00,1.1550644335236455
2021-05-28 12:15:00,1.1464636909207182
2021-05-28 12:30:00,1.140432095022661
2021-05-28 12:45:00,1.1271873822624263
2021-05-28 13:00:00,1.1881675250918668
2021-05-28 13:15:00,1.1973646749254545
2021-05-28 13:30:00,1.1916852638655167
2021-05-28 13:45:00,1.1845845174451424
2021-05-28 14:00:00,1.1980739650867145
2021-05-28 14:15:00,1.1959856969261917
2021-05-28 14:30:00,1.1718070920206212
2021-05-28 14:45:00,1.1688656987353618
2021-05-28 15:00:00,1.1859037876930634
2021-05-28 15:15:00,1.18721524628413
2021-05-28 15:30:00,1.1831475620053737
2021-05-28 15:45:00,1.2026139038066406
2021-05-28 16:00:00,1.208004334624272
2021-05-28 16:15:00,1.2340330530689898
2021-05-28 16:30:00,1.2493070332607197
2021-05-28 16:45:00,1.2529044809124865
2021-05-28 17:00:00,1.2591855785356494
2021-05-28 17:15:00,1.2373917354685406
2021-05-28 17:30:00,1.2486900111214636
2021-05-28 17:45:00,1.2344294993619727
